"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 25 08:49:16 GMT 2024","Mon Nov 25 08:49:16 GMT 2024","179","Surefire suite","Surefire test","com.example.wtf_workshop.api.ProjectTest","com.example.wtf_workshop.api.ProjectTest","userSearchProjectByNameTest","User should be able to search for a project by its name",""
"broken","Mon Nov 25 08:48:27 GMT 2024","Mon Nov 25 08:48:57 GMT 2024","30564","Surefire suite","Surefire test","com.example.wtf_workshop.api.SetupAgentTest","com.example.wtf_workshop.api.SetupAgentTest","authTeamCityAgentTest","authTeamCityAgentTest",""
"passed","Mon Nov 25 08:49:16 GMT 2024","Mon Nov 25 08:49:16 GMT 2024","212","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Nov 25 08:49:12 GMT 2024","Mon Nov 25 08:49:14 GMT 2024","1297","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","projectAdminCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Nov 25 08:49:15 GMT 2024","Mon Nov 25 08:49:15 GMT 2024","429","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Nov 25 08:49:14 GMT 2024","Mon Nov 25 08:49:15 GMT 2024","658","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"broken","Mon Nov 25 08:49:16 GMT 2024","Mon Nov 25 08:49:22 GMT 2024","5818","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTest","com.example.wtf_workshop.api.BuildTest","userStartsBuildTest","User should be able to start build",""
