"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 05:50:06 GMT 2024","Wed Nov 27 05:50:44 GMT 2024","38434","Surefire suite","Surefire test","com.example.wtf_workshop.api.SetupAgentTest","com.example.wtf_workshop.api.SetupAgentTest","authTeamCityAgentTest","authTeamCityAgentTest",""
"passed","Wed Nov 27 05:50:58 GMT 2024","Wed Nov 27 05:50:59 GMT 2024","883","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","projectAdminCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 27 05:51:01 GMT 2024","Wed Nov 27 05:51:04 GMT 2024","2958","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTest","com.example.wtf_workshop.api.BuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Wed Nov 27 05:51:01 GMT 2024","Wed Nov 27 05:51:01 GMT 2024","216","Surefire suite","Surefire test","com.example.wtf_workshop.api.ProjectTest","com.example.wtf_workshop.api.ProjectTest","userSearchProjectByNameTest","User should be able to search for a project by its name",""
"passed","Wed Nov 27 05:50:59 GMT 2024","Wed Nov 27 05:50:59 GMT 2024","547","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 27 05:51:00 GMT 2024","Wed Nov 27 05:51:00 GMT 2024","335","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 27 05:51:00 GMT 2024","Wed Nov 27 05:51:00 GMT 2024","310","Surefire suite","Surefire test","com.example.wtf_workshop.api.BuildTypeTest","com.example.wtf_workshop.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
